MA4 TRAINWISE INTERCHANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[  Zone: WR,  DateFrom: 03-01-2026,  DateTo: 03-01-2026,  Gauge: BG,;  TakenOver: 197=233+0;  HandedOver: 185=217+0;  HandedOverCc8Cont: 147;  HandedOverCc6Cont: 11;  TakenOverCc8Cont: 137;  TakenOverCc6Cont: 7 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,ZONE FROM,ZONE TO,IC STTN,TAKEN OVER SR.NO.,TAKEN OVER DRTN,TAKEN OVER STTN FROM,TAKEN OVER DVSN FROM,TAKEN OVER ZONE FROM,TAKEN OVER STTN TO,TAKEN OVER DVSN TO,TAKEN OVER ZONE TO,TAKEN OVER OWNR,TAKEN OVER LOAD NAME,TAKEN OVER L/E,TAKEN OVER CMDT,TAKEN OVER CNSR,TAKEN OVER CNSG,TAKEN OVER TYPE,TAKEN OVER MULTIDSTN DVSN(DSTN),TAKEN OVER MULTIDSTN UNITS,TAKEN OVER DS,TAKEN OVER 8W(L),TAKEN OVER 8W(E),TAKEN OVER 8W(BV),TAKEN OVER TOTL(8W),TAKEN OVER OWNG,TAKEN OVER LOCO,TAKEN OVER LOCO TYPE,TAKEN OVER LOCO UNTS,TAKEN OVER LOCO HRP,TAKEN OVER TIME,TAKEN OVER CC+6,TAKEN OVER CC+8,TAKEN OVER RAKEID,TAKEN OVER TWIN PIPE,TAKEN OVER CTGR,TAKEN OVER EXAM TYPE,TAKEN OVER TONNAGE(in Tonnes),TAKEN OVER LDNG DATE,TAKEN OVER SCHEME CODE,HANDED  OVER INTERCHANGE POINT STATION,HANDED  OVER INTERCHANGE POINT DIVISION,HANDED  OVER INTERCHANGE POINT ZONE,HANDED OVER SR.NO.,TAKEN OVER INTERCHANGE  POINT STATION,TAKEN OVER INTERCHANGE  POINT DIVISION,TAKEN OVER INTERCHANGE  POINT ZONE,HANDED OVER DRTN,HANDED OVER STTN FROM,HANDED OVER DVSN FROM,HANDED OVER ZONE FROM,HANDED OVER STTN TO,HANDED OVER DVSN TO,HANDED OVER ZONE TO,HANDED OVER OWNR,HANDED OVER LOAD NAME,HANDED OVER L/E,HANDED OVER CMDT,HANDED OVER CNSR,HANDED OVER CNSG,HANDED OVER TYPE,HANDED OVER MULTIDSTN DVSN(DSTN),HANDED OVER MULTIDSTN UNITS,HANDED OVER DS,HANDED OVER 8W(L),HANDED OVER 8W(E),HANDED OVER 8W(BV),HANDED OVER TOTL(8W),HANDED OVER OWNG,HANDED OVER LOCO,HANDED OVER LOCO TYPE,HANDED OVER LOCO UNTS,HANDED OVER LOCO HRP,HANDED OVER TIME,HANDED OVER CC+6,HANDED OVER CC+8,HANDED OVER RAKEID,HANDED OVER TWIN PIPE,HANDED OVER CTGR,HANDED OVER EXAM TYPE,HANDED OVER TONNAGE(in Tonnes),HANDED OVER LDNG DATE,HANDED OVER SCHEME CODE
03-01-2026,WR,DFCR,MSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,DN,TCLS,RJT,WR,SOP,LKO,NR,IR,TCLS/SOP,L,SALT,TCL,TTCP,BCN,,,N,42,0,0,42.0+0.0,NC,27569,WAG7,SU,S,19:10,,Y,PCIH140925205640,N,P,Invalid Premium,2685.4,07:52 02-01-26,
03-01-2026,WR,DFCR,MSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,DN,PPSP,BVC,WR,PDLL,DLI,NR,IR,ICAK-17-DS,L,CONT,ADIL,ADIL,BLC,,,Y,45,0,1,45.0+1.0,NR,49145,WDG4G,SU,N,21:32,,Y,SREW061023151735,Y,C,Valid CC,2260.82,14:30 02-01-26,
03-01-2026,WR,DFCR,MSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,DN,PPSP,BVC,WR,DWLP,JP,NW,IR,TXDP--13-,L,CONT,CRRS,CRRS,BLC,,,N,45,0,1,45.0+1.0,WR,43888,WAG9HC,SU,S,22:18,,Y,NHYD120920004914,Y,C,Valid CC,1412.95,06:30 02-01-26,
03-01-2026,WR,DFCR,NOL,1,UP,KPRK,ADI,WR,WGCR,R,SEC,IR,WGCR/MOP,L,IMOP,OPIL,OPIL,BCN,,,N,42,0,1,42.0+1.0,NR,33672,WAG9HC,SU,S,03:48,,Y,TPGY270825091142,N,P,Valid Premium,2105.04,19:30 01-01-26,,JL,BSL,CR,1,,,,DN,CRPD,WAT,ECO,KKF,ADI,WR,IR,KKF/PIDN,L,IS,RINL,RINL,BOST,,,N,45,0,0,45.0+0.0,WR,32032,WAG9HC,SU,D,02:40,,Y,FPY 291225110217,N,P,Valid Premium,2706.5,02:00 02-01-26,
03-01-2026,WR,DFCR,NOL,2,UP,TCLS,RJT,WR,ICDT,MAS,SR,CONR,CONCOR-C-89,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,NC,41511,WAG9H,SU,S,04:11,,Y,CCJS241024133051,Y,C,Valid CC,2774.5,18:00 01-01-26,,JL,BSL,CR,2,,,,DN,MAAM,SBC,SW,AOMM,ADI,WR,IR,AD-107/AOMM,L,CONT,ILSL,ILSL,BLC,,,N,45,0,1,45.0+1.0,NC,41511,WAG9H,SU,S,07:20,,Y,CEBD070524180540,Y,C,Valid CC,225,02:00 02-01-26,
03-01-2026,WR,DFCR,NOL,3,UP,WCSG,RTM,WR,WCNA,BCT,WR,IR,TPDDU1848-,L,CLKR,WCSG,WCSG,BOXNHL,,,N,58,0,1,58.0+1.0,CR,42471,WAG9HC,MU,N,07:52,,Y,DDU 101225225547,Y,C,Valid CC,4026.57,07:52 02-01-26,,,,,3,,,,DN,TPHS,BCT,WR,BRCY,BRC,WR,IR,N/DSPY-337-,E,,,,BOXN,,,N,0,59,1,59.0+1.0,WR,43569,WAG9HC,SU,S,17:45,,,DSPY190925084032,Y,C,Valid CC,0,21:00 31-12-25,
03-01-2026,WR,DFCR,NOL,,,,,WR,,,WR,,,,,,,,,,,,,,,CR,42472,WAG9HC,MU,N,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,NOL,4,UP,KOD,ADI,WR,RSD,R,SEC,IR,KOD/RSD,L,SALT,JNNS,JNNS,BCN,,,N,42,0,1,42.0+1.0,WR,43524,WAG9HC,SU,S,16:32,,Y,DSN 201125202425,N,P,Valid Premium,2675.8,14:30 02-01-26,,JL,BSL,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,NOL,5,UP,SIOB,ADI,WR,ASLS,BZA,SC,IR,TPDDU1622-,L,CHES,DSRI,ANSL,BOXNHL,,,N,59,0,1,59.0+1.0,WC,31586,WAG9H,SU,N,16:50,,Y,DDU 260925055157,Y,C,Valid CC,4142.08,06:30 02-01-26,,JL,BSL,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,NOL,6,UP,GIMB,ADI,WR,VDI,HYB,SC,IR,VDI/SALT,L,CHES,RKRI,TGVS,BOXN,,,N,59,0,1,59.0+1.0,CR,38789,WAG9HC,MU,N,18:36,Y,,BZA 010825210618,N,P,Valid Premium,4021.12,02:00 02-01-26,,JL,BSL,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,NOL,,,,,WR,,,SC,,,,,,,,,,,,,,,CR,38813,WAG9HC,MU,N,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,NOL,7,UP,BVTD,BVC,WR,DPMT,HYB,SC,IR,SPM-559,L,SALT,NIRL,NIRL,BCN,,,N,42,0,1,42.0+1.0,WC,34020,WAG9H,MU,D,18:56,Y,,ED  051025092240,Y,P,Valid Premium,2626.8,21:00 31-12-25,,JL,BSL,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,NOL,,,,,WR,,,SC,,,,,,,,,,,,,,,WC,34027,WAG9H,MU,N,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,NOL,8,UP,LFSG,RTM,WR,CHM,BCT,WR,IR,CHM/LFSG,L,CEMT,NVCL,NVCL,BCN,,,N,42,0,1,42.0+1.0,EC,27021,WAG7,SU,S,19:23,,Y,ADRA120925134846,N,P,Valid Premium,2762.6,20:25 02-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,NOL,9,UP,HVD,ADI,WR,BRMT,PUNE,CR,IR,HVD/BRMT,L,CHES,SCFI,SCFI,BCN,,,N,42,0,1,42.0+1.0,NR,60092,WAG12B,SU,D,21:25,,Y,LKA 120625121345,N,P,Valid Premium,2679.3,19:55 02-01-26,,JL,BSL,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,SAH,1,UP,ROZA,MB,NR,WH,PGT,SR,IR,WH,L,W,KAFO,KAFO,BCN,,,N,42,0,1,42.0+1.0,EC,31313,WAG9,SU,S,01:05,,Y,ED  251025011647,N,P,Valid Premium,2748,20:40 29-12-25,,BSR,BB,CR,1,,,,DN,MRJ,PUNE,CR,KRCA,BRC,WR,IR,SAYAJI-10,E,"HSD, MS",,,BTPN,,,N,0,51,1,51.0+1.0,WR,28757,WAG7,SU,D,00:01,,,KRCA051225181304,N,C,CC OverDue,0,21:00 31-12-25,
03-01-2026,WR,DFCR,SAH,2,UP,ICDG,PRYJ,NC,JNPT,BB,CR,CONR,J-45H--JNPT,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,WC,42626,WAG9HC,SU,S,05:35,,Y,ICDG270325134752,Y,C,Valid CC,1337.28,22:00 30-12-25,,BSR,BB,CR,2,,,,DN,CRTK,BB,CR,SCLS,ADI,WR,IR,GS-02--,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,NR,60108,WAG12B,SU,D,01:14,,Y,TICD161125113137,N,C,Valid CC,238.38,20:25 02-01-26,
03-01-2026,WR,DFCR,SAH,3,UP,BHT,BKN,NW,AVC,MYS,SW,IR,BHT-AVC,L,R,FCI,FCI,BCN,,,N,42,0,1,42.0+1.0,NR,32233,WAG9HC,SU,D,06:45,Y,,MV  231025213904,N,P,Valid Premium,2685.4,19:00 31-12-25,,BSR,BB,CR,3,BSR,BB,CR,DN,JNPT,BB,CR,MATP,DLI,NR,IR,TWIIL-01--JKTI01,L,CONT,JKTI,JKTI,BLC,,,N,40,5,1,45.0+1.0,NC,41158,WAG9HC,SU,S,06:35,,Y,SMYD161125204133,Y,C,Valid CC,933.31,19:55 02-01-26,
03-01-2026,WR,DFCR,SAH,4,UP,CGMV,BRC,WR,JNPT,BB,CR,CONR,JS-14-,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,CR,70478,WDG4D,SU,N,10:05,,Y,ICDG301025065558,N,C,Valid CC,654.7,05:10 02-01-26,,BSR,BB,CR,4,BSR,BB,CR,DN,JNPT,BB,CR,PALB,NGP,CR,IR,PALB-AD/=08,L,CONT,ADIL,ADIL,BLC,,,N,45,0,1,45.0+1.0,CR,42501,WAG9HC,MU,N,11:29,,Y,PALB160425123839,Y,C,Valid CC,1302.16,20:40 29-12-25,
03-01-2026,WR,DFCR,SAH,5,UP,SJP,RTM,WR,IGU,SA,SR,IR,TORAL=26-,L,DOC,LFIL,LFIL,BCNHL,,,N,46,12,1,58.0+1.0,WC,31194,WAG9,SU,S,11:46,,Y,FL  170525105358,Y,C,Valid CC,2429.48,13:10 01-01-26,,BSR,BB,CR,,,,,,,,CR,,,CR,,,,,,,,,,,,,,,CR,42516,WAG9HC,MU,D,,,,,Y,,,,,
03-01-2026,WR,DFCR,SAH,6,UP,AOMM,ADI,WR,MAAM,SBC,SW,ADIL,ICAK-20,L,CONT,ILSL,ILSL,BLC,,,N,45,0,0,45.0+0.0,NE,44254,WAG9HC,SU,N,17:59,,Y,ICAK050325164010,Y,C,Valid CC,3112.7,23:30 01-01-26,,BSR,BB,CR,5,BSR,BB,CR,DN,JNPT,BB,CR,CGMV,BRC,WR,IR,-J-30H---=791,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,NE,44052,WAG9HC,SU,S,12:48,,Y,TICD191125080207,Y,C,Valid CC,769.01,19:00 31-12-25,
03-01-2026,WR,DFCR,SAH,7,UP,FN,DLI,NR,CCH,PUNE,CR,TCOI,TCOI=01--,E,,,,BCACBM,,,N,0,27,1,27.0+1.0,WR,42470,WAG9HC,SU,D,20:13,,,JUDW200924155708,Y,C,Valid CC,0,,,BSR,BB,CR,6,BSR,BB,CR,DN,JNPT,BB,CR,CCMP,BPL,WC,CONR,ICDD--CPFS=789,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,CR,31114,WAG9H,SU,D,13:36,,Y,GMC 240525053209,Y,C,Valid CC,1246.88,05:10 02-01-26,
03-01-2026,WR,DFCR,SAH,8,UP,DSLP,ADI,WR,JSWT,UBL,SW,IR,TPDDU1759-,L,OTHR,TRLS,JSWT,BOXNHL,,,N,58,0,1,58.0+1.0,WR,43547,WAG9HC,SU,S,20:20,,Y,DDU 151125121528,Y,C,Valid CC,3723.7,16:00 01-01-26,,BSR,BB,CR,7,BSR,BB,CR,DN,JNPT,BB,CR,AFAS,BCT,WR,IR,ALIK012-=ADIL10,L,CONT,ADIL,ADIL,BLC,,,N,45,0,1,45.0+1.0,WR,31488,WAG9HC,SU,D,17:40,,Y,ALIK191225121725,Y,C,Valid CC,2267.02,13:10 01-01-26,
03-01-2026,WR,DFCR,SAH,9,UP,ICDD,PRYJ,NC,JNPT,BB,CR,CONR,R-65-JNPT,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,CR,21971,WCAG1,MU,N,20:20,,Y,RYD 131224174108,Y,C,Valid CC,1266.23,19:40 01-01-26,,BSR,BB,CR,8,BSR,BB,CR,DN,CRTK,BB,CR,TCLS,RJT,WR,ADIL,"J-48,H-",L,CONT,CONR,CONR,BLC,,,N,40,0,1,40.0+1.0,EC,31060,WAG9,SU,S,19:05,,Y,CTKR060825092515,Y,C,Valid CC,212.04,23:30 01-01-26,
03-01-2026,WR,DFCR,SAH,,,,,NC,,,CR,,,,,,,,,,,,,,,CR,21974,WCAG1,MU,N,,,,,Y,,,,,,,,,9,BSR,BB,CR,DN,JNPT,BB,CR,AFAS,BCT,WR,TCOI,RK-19-=ADIL11,L,CONT,ADIL,ADIL,BLC,,,N,40,0,1,40.0+1.0,WR,43911,WAG9HC,SU,S,21:25,,Y,GMC 040725225057,Y,C,Valid CC,1303.97,,
03-01-2026,WR,DFCR,SAH,10,UP,ICDD,PRYJ,NC,JNPT,BB,CR,CONR,SNF-J-29H/JNPT,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,WC,41755,WAG9HC,SU,S,20:20,,Y,ICDG200622125613,Y,C,Valid CC,1422.89,23:55 01-01-26,,BSR,BB,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,SAH,11,UP,ICDG,PRYJ,NC,JNPT,BB,CR,CONR,R-115H---,L,CONT,CONR,CONR,BLC,,,N,38,2,1,40.0+1.0,EC,41941,WAG9HC,SU,S,20:59,,Y,TICD171225085444,Y,C,Valid CC,1059.45,04:30 01-01-26,,BSR,BB,CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,SAU,1,UP,CGMV,BRC,WR,PPSP,BVC,WR,CONR,SNF-R-128-,E,,,,BLC,,,N,0,45,1,45.0+1.0,NE,27373,WAG7,SU,S,03:14,,,CSTN210825110659,Y,C,Valid CC,0,,,,,,1,,,,DN,GIMB,ADI,WR,VDI,HYB,SC,IR,VDI/SALT,L,CHES,RKRI,TGVS,BOXN,,,N,59,0,1,59.0+1.0,CR,38789,WAG9HC,MU,N,00:52,Y,,BZA 010825210618,N,P,Valid Premium,4021.12,16:00 01-01-26,
03-01-2026,WR,DFCR,SAU,,,,,WR,,,WR,,,,,,,,,,,,,,,NF,38335,WAG9HC,SU,N,,,,,Y,,,,,,,,,,,,,,,,WR,,,SC,,,,,,,,,,,,,,,CR,38813,WAG9HC,MU,N,,,,,N,,,,,
03-01-2026,WR,DFCR,SAU,2,UP,JSWT,UBL,SW,KRIR,ADI,WR,IR,J/KRIR/12.10,L,IS,JSWT,MULT,SHRN,,,N,40,7,0,47.0+0.0,NC,23943,WAG5H,MU,N,04:20,,Y,ED  211225174116,N,P,Invalid Premium,2275.88,,,,,,2,,,,DN,KNLS,RJT,WR,TKD,DLI,NR,CONR,GT--2-,E,,,,BLC,,,N,0,45,1,45.0+1.0,EC,27060,WAG7,SU,S,01:41,,,ICDG301025225328,Y,C,CC OverDue,0,19:40 01-01-26,
03-01-2026,WR,DFCR,SAU,,,,,SW,,,WR,,,,,,,,,,,,,,,NC,24022,WAG5H,MU,N,,,,,N,,,,,,,,,3,,,,DN,AFGB,ADI,WR,MKIG,BRC,WR,CONR,KRIL-15---,L,CONT,DPWR,DPWR,BLC,,,N,45,0,1,45.0+1.0,WR,41778,WAG9HC,SU,S,04:50,,Y,ARIK270925151913,Y,C,Valid CC,247.5,23:55 01-01-26,
03-01-2026,WR,DFCR,SAU,3,UP,GDGH,DLI,NR,PPSP,BVC,WR,GRFL,PGFS,L,CONT,GRPL,GRPL,BLC,,,Y,45,0,1,45.0+1.0,WR,60525,WAG12B,SU,N,04:36,,Y,JUDW231224165228,Y,C,Valid CC,1407.88,19:15 01-01-26,,,,,4,,,,DN,KOD,ADI,WR,RSD,R,SEC,CONR,KOD/RSD,L,SALT,JNNS,JNNS,BCN,,,N,42,0,1,42.0+1.0,WR,43524,WAG9HC,SU,S,06:13,,Y,DSN 201125202425,N,P,Valid Premium,2675.8,04:30 01-01-26,
03-01-2026,WR,DFCR,SAU,4,UP,CRTK,BB,CR,SCLS,ADI,WR,CONR,GS-02--,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,NR,60108,WAG12B,SU,D,12:40,,Y,TICD161125113137,N,C,Valid CC,238.38,17:50 01-01-26,,,,,,,,,,,,WR,,,SEC,,,,,,,,,,,,,,,NR,49101,WDG4G,SU,N,,,,,N,,,,,
03-01-2026,WR,DFCR,SAU,5,UP,MKIG,BRC,WR,MVI,RJT,WR,DPWR,KRIL-27-,L,CONT,DPWR,DPWR,BLC,,,N,45,0,1,45.0+1.0,WC,51028,EF9K,SU,S,15:41,,Y,SMYD031025062142,Y,C,Valid CC,207,17:30 02-01-26,,,,,5,,,,DN,BVTD,BVC,WR,DPMT,HYB,SC,CONR,SPM-559,L,SALT,NIRL,NIRL,BCN,,,N,42,0,1,42.0+1.0,WC,34020,WAG9H,MU,D,06:46,Y,,ED  051025092240,Y,P,Valid Premium,2626.8,,
03-01-2026,WR,DFCR,SAU,6,UP,DKN,SBC,SW,MVI,RJT,WR,DPW,KRIL-20/MVI,L,CONT,DPWR,DPWR,BLC,,,N,40,0,1,40.0+1.0,SC,42082,WAG9HC,SU,S,15:45,,Y,CP  060623170334,Y,C,Valid CC,200,14:00 28-12-25,,,,,,,,,,,,WR,,,SC,,,,,,,,,,,,,,,WC,34027,WAG9H,MU,N,,,,,Y,,,,,
03-01-2026,WR,DFCR,SAU,7,UP,PNCS,BB,CR,AFGB,ADI,WR,DAS,NMP-06-,L,CONT,NCLC,NCLC,BLL,,,N,40,0,1,40.0+1.0,NW,43493,WAG9HC,SU,S,16:00,,Y,SMYD290625201046,Y,C,Valid CC,2386.51,04:15 02-01-26,,,,,6,,,,DN,CWCJ,ADI,WR,DWLP,JP,NW,IR,DPTX-09---,E,,,,BLC,,,N,0,40,1,40.0+1.0,WR,49241,WDG4G,SU,N,09:20,,,MKIG250925163628,Y,C,Valid CC,0,,
03-01-2026,WR,DFCR,SAU,8,UP,SXB,UBL,SW,DCCK,ADI,WR,CONR,Z-1H-,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,SC,41896,WAG9HC,MU,S,17:45,,Y,TICD071225185822,Y,C,Valid CC,243,23:50 30-12-25,,,,,7,,,,DN,WML,RJT,WR,SLI,PUNE,CR,GRFL,WML/PVR+SLI,L,IMFT,GSFC,GSFC,BCN,"PUNE(SLI), SUR(PVR)",24+16,N,40,0,1,40.0+1.0,NR,28126,WAG7,SU,N,09:56,,Y,ET  300125192038,N,P,Valid Premium,2404.4,19:15 01-01-26,
03-01-2026,WR,DFCR,SAU,,,,,SW,,,WR,,,,,,,,,,,,,,,SC,43676,WAG9HC,MU,S,,,,,Y,,,,,,,,,8,,,,DN,HVD,ADI,WR,BRMT,PUNE,CR,CONR,HVD/BRMT,L,CHES,SCFI,SCFI,BCN,,,N,42,0,1,42.0+1.0,NR,60092,WAG12B,SU,D,11:38,,Y,LKA 120625121345,N,P,Valid Premium,2679.3,17:50 01-01-26,
03-01-2026,WR,DFCR,SAU,9,UP,CMLK,WDFC,DFCR,PPSP,BVC,WR,CONR,ICDD-JNPT---,L,CONT,CONR,CONR,BLC,,,Y,45,0,1,45.0+1.0,SC,44134,WAG9HC,SU,D,18:30,,Y,GMC 151025222358,Y,C,Valid CC,2184.95,16:15 02-01-26,,,,,9,,,,DN,NCLW,ADI,WR,C,CPT,CPT,DPWR,N-05--,L,CONT,NCLC,NCLC,BLC,,,N,45,0,1,45.0+1.0,WR,49416,WDG4G,SU,N,15:03,,Y,SMYD010924145651,Y,C,Valid CC,3151.7,17:30 02-01-26,
03-01-2026,WR,DFCR,SAU,10,UP,MAAM,SBC,SW,AOMM,ADI,WR,APSE,AD-107/AOMM,L,CONT,ILSL,ILSL,BLC,,,N,45,0,1,45.0+1.0,NC,41511,WAG9H,SU,S,18:56,,Y,CEBD070524180540,Y,C,Valid CC,225,22:30 28-12-25,,,,,10,,,,DN,MDCC,ADI,WR,KNW,BSL,CR,DPW,ARP-39,L,IMFT,IFFC,IFFC,BCN,,,N,42,0,1,42.0+1.0,WR,43470,WAG9HC,SU,S,15:19,,Y,DSN 060922163002,Y,P,Valid Premium,2661.12,14:00 28-12-25,
03-01-2026,WR,DFCR,SAU,11,UP,MIHK,BRC,WR,NELM,RJT,WR,IR,KAZIRANGA-09,E,HSD,,,BTPN,,,N,0,50,2,50.0+2.0,WC,31471,WAG9H,SU,D,19:15,,,NJPT230325194653,N,C,Valid CC,0,,,,,,11,,,,DN,NELM,RJT,WR,EOLD,NGP,CR,DAS,NELM/EOLD,L,MIXD,NERL,NERL,BTPN,,,N,50,1,1,51.0+1.0,CR,60383,WAG12B,SU,D,16:14,,Y,BAD 091025181010,N,P,Valid Premium,2649.18,04:15 02-01-26,
03-01-2026,WR,DFCR,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,DN,PPSP,BVC,WR,BPAG,DLI,NR,CONR,BHARAT-09,L,LPG,BPC,BPC,BTPG,,,N,28,2,1,30.0+1.0,WR,49423,WDG4G,SU,N,16:41,,Y,TWLB131223201143,Y,C,Valid CC,1027.17,23:50 30-12-25,SFTO
03-01-2026,WR,DFCR,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,DN,SIOB,ADI,WR,ASLS,BZA,SC,CONR,TPDDU1768-,L,CHES,DSRI,ANSL,BOXNHL,,,N,58,0,1,58.0+1.0,NC,42511,WAG9HC,SU,D,18:07,,Y,DDU 171125184451,Y,C,Valid CC,3923,23:50 30-12-25,
03-01-2026,WR,DFCR,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,DN,WCGD,ADI,WR,CMLK,WDFC,DFCR,CONR,GL-2-,L,CONT,CONR,CONR,BLSS,,,N,48,0,1,48.0+1.0,WR,69045,WDG6G,SU,N,19:07,,Y,CEBD110725124922,Y,C,Valid CC,2995.1,16:15 02-01-26,
03-01-2026,WR,DFCR,SJN,1,UP,PPSP,BVC,WR,DRSV,SUR,CR,IR,SPL-20/12,L,IMFT,RCF,RCF,BCN,"SUR(DRSV,KWV)",21+20,N,41,0,1,41.0+1.0,NR,32745,WAG9HC,SU,S,06:02,,Y,MVNP090624173635,N,P,Valid Premium,2613.2,19:15 01-01-26,,,,,1,,,,DN,DKN,SBC,SW,MVI,RJT,WR,APSE,KRIL-20/MVI,L,CONT,DPWR,DPWR,BLC,,,N,40,0,1,40.0+1.0,SC,42082,WAG9HC,SU,S,00:10,,Y,CP  060623170334,Y,C,Valid CC,200,22:30 28-12-25,
03-01-2026,WR,DFCR,SJN,2,UP,MGG,RTM,WR,POY,PGT,SR,IR,POY+VNJ,L,DOC,PFLD,PFLD,BCN,"PGT(POY), SA(VNJ)",21+21,N,42,0,1,42.0+1.0,WR,24679,WAG7,SU,D,07:50,,Y,TPGY190925084010,N,P,Invalid Premium,2413.16,21:30 31-12-25,,BSR,BB,CR,2,,,,DN,JNPT,BB,CR,CGMV,BRC,WR,IR,R-132H-PPS-=777,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,WR,42036,WAG9HC,SU,S,00:47,,Y,ICDD011025110021,Y,C,Valid CC,622.95,,
03-01-2026,WR,DFCR,SJN,3,UP,VCSN,RTM,WR,TMBY,BB,CR,IR,TMBY/VCSN,L,CEMT,UTCL,UTCL,BCN,,,N,42,0,1,42.0+1.0,WR,43786,WAG9HC,SU,S,12:39,,Y,AGS 300825161526,N,P,Valid Premium,2769.4,01:10 02-01-26,,BSR,BB,CR,3,BSR,BB,CR,DN,JNPT,BB,CR,MKPP,PRYJ,NC,IR,RK-134-PMLP01,L,CONT,PMLP,PMLP,BLSS,,,N,28,20,0,48.0+0.0,WC,33490,WAG9HC,SU,N,07:37,,Y,MKPP270923051627,Y,C,Valid CC,1171.43,19:15 01-01-26,
03-01-2026,WR,DFCR,SJN,4,UP,JNPT,BB,CR,AFAS,BCT,WR,ADIL,ALIK012-=ADIL10,L,CONT,ADIL,ADIL,BLC,,,N,45,0,1,45.0+1.0,WR,31488,WAG9HC,SU,D,20:51,,Y,ALIK191225121725,Y,C,Valid CC,2267.02,19:00 02-01-26,,,,,4,,,,DN,AFAS,BCT,WR,BRCY,BRC,WR,IR,ADANI-113-,E,,,,BLC,,,N,0,45,1,45.0+1.0,WR,32363,WAG9HC,SU,D,18:20,,,SMYD180625062914,Y,C,CC OverDue,0,21:30 31-12-25,
03-01-2026,WR,DFCR,SJN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,BSR,BB,CR,DN,JNPT,BB,CR,CGMV,BRC,WR,IR,T-78-H---=797,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,CR,31074,WAG9HC,SU,N,18:27,,Y,CKYR070225154509,Y,C,Valid CC,772.4,01:10 02-01-26,
03-01-2026,WR,DFCR,SJN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,BSR,BB,CR,DN,JNPT,BB,CR,KPFP,BPL,WC,ADIL,TXDP-25-=CRRS04,L,CONT,CRRS,CRRS,BLC,,,N,45,0,0,45.0+0.0,NE,43849,WAG9HC,SU,S,20:50,,Y,KBGB111023150958,Y,C,Valid CC,1058.08,19:00 02-01-26,
